OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
72869,17th St&Noe St *-MI,17ST.NO0,17ST.NOE,3318,37.762645,-122.432991,,NOE ST,17TH ST,MI,,,0,1729767266000,15727967,147,8,POINT (-122.432991 37.762645),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,5,38,38
73624,Judah St&12th Ave NE-NS/SI,JUDA12A0,JUDA12AV,5195,37.762069,-122.469324,1,12TH AVE,JUDAH ST,NS,NE,SI,0,1729767266000,15730340,147,7,POINT (-122.469324 37.762069),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,11,14,109,109
73681,Mansell St&Somerset St S-NS/PS,MANSSOM0,MANSSOME,5351,37.720417999999995,-122.40509399999999,,SOMERSET ST,MANSELL ST,NS,SO,,0,1729767266000,15730619,147,9,POINT (-122.405094 37.720418),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,25,75,75
74029,Mission St&Sickles Ave W-FS/BZ,MISSSIC0,MISSSICK,5619,37.70866,-122.45331999999999,,SICKLES AVE,MISSION ST,FS,WE,BZ,0,1729767266000,15731572,147,11,POINT (-122.45332 37.70866),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,28,66,66
75912,Ulloa St&14th Ave SW-NS/PS,ULOA14S1,ULOA14AV,8137,37.741355999999996,-122.470211,,14TH AVE,ULLOA ST,NS,SW,,0,1729767266000,15739260,147,7,POINT (-122.470211 37.741356),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,46,46
75443,Hayes St&Pierce St SE-FS/BZ,HAYSPIE1,HAYSPIER,5004,37.775413,-122.434177,,PIERCE ST,HAYES ST,FS,SE,BZ,1,1729767266000,15735150,147,5,POINT (-122.434177 37.775413),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,9,23,23
73708,Gilman Ave&3rd St E-NS/PS,GLMN 3S1,GLMN 3ST,4783,37.722457999999996,-122.395415,,3RD ST,GILMAN AVE,NS,EA,,0,1729767266000,15730707,147,10,POINT (-122.395415 37.722458),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,88,88
73235,Church St&Clipper St NW-NS/PS,CHURCLP0,CHURCLPR,4002,37.749387999999996,-122.427289,,CLIPPER ST,CHURCH ST,NS,NW,,0,1729767266000,15729006,147,8,POINT (-122.427289 37.749388),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,22,84,84
74008,Mission St&26th St SW-FS/BZ,MISS26S0,MISS26ST,5568,37.74857,-122.41818,,26TH ST,MISSION ST,FS,SW,BZ,0,1729767266000,15731697,147,9,POINT (-122.41818 37.74857),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,20,53,53
75710,22nd Ave&Judah St SE-NS/PS,22AVJUD1,22AVJUDA,3426,37.761457,-122.480106,,JUDAH ST,22ND AVE,NS,SE,,1,1729767266000,15738505,147,4,POINT (-122.480106 37.761457),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74165,Right Of Way&21st St NW-NS/SB,ROW 21S0,ROW 21ST,6216,37.756643,-122.42692199999999,,21ST ST,RIGHT OF WAY,NS,NW,,0,1729767266000,15732805,147,8,POINT (-122.426922 37.756643),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,5,52,52
75414,Munich St&Geneva Ave W-NS/SB,MNCHGNV0,MNCHGNVA,5631,37.71293,-122.43295,,GENEVA AVE,MUNICH ST,NS,WE,,0,1729767266000,15733602,147,11,POINT (-122.43295 37.71293),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,58,58
74456,16th St& Rhode Island St SW-NS/SI,16STRIS0,,7761,37.765994,-122.402856,,KANSAS ST,16TH ST,,,BZ,0,1729767266000,15738876,147,10,POINT (-122.402856 37.765994),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,9,4,54,54
74208,Jones St&Sutter St NW-NS/BZ,JONESUT0,JONESUTT,5187,37.788689999999995,-122.41361,,SUTTER ST,JONES ST,NS,NW,BZ,1,1729767266000,15732608,147,3,POINT (-122.41361 37.78869),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,21,50,50
73378,Diamond St&Arbor St E-MI/SB,DIAMARB1,DIAMARBR,4382,37.738681,-122.434468,,ARBOR ST,DIAMOND ST,MI,EA,FL,0,1729767266000,15729447,147,8,POINT (-122.434468 37.738681),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,10,96,96
72765,Balboa St&Park Presidio Blvd SW-NS,BBOAPKP1,BBOAPKPR,3071,37.776787999999996,-122.472411,,PARK PRESIDIO BLVD,BALBOA ST,NS,SW,BZ,1,1729767266000,15727718,147,1,POINT (-122.472411 37.776788),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,5,5
75844,Lombard St&Fillmore St SE-FS/BZ,LOMBFIL1,LOMBFILL,5274,37.799817999999995,-122.435878,,WEBSTER ST,LOMBARD ST,NS,SW,BZ,0,1729767266000,15735507,147,2,POINT (-122.435878 37.799818),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,15,15
73435,Castro St&25TH St SE-NS/BZ,CTRO25S1,CTRO25ST,4329,37.7496,-122.43383,,25TH ST,CASTRO ST,NS,SE,BZ,0,1729767266000,15729987,147,8,POINT (-122.43383 37.7496),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,22,84,84
73017,Cesar Chavez St&Folsom St NW-FS/BB,CHAVFOL0,CHAVFOLS,3931,37.74834,-122.41398,,FOLSOM ST,ARMY ST,FS,NW,BZ,0,1729767266000,15728435,147,9,POINT (-122.41398 37.74834),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,20,53,53
75735,16th Ave&Lawton St NW-NS/PS,16AVLAW0,16AVLAWT,3273,37.7593,-122.47370000000001,,LAWTON ST,16TH AVE,NS,NW,FL,0,1729767266000,15733936,147,7,POINT (-122.4737 37.7593),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,14,44,44
73279,Fulton St&Clayton St SE-FS/BZ,FULTCLT1,FULTCLTN,4226,37.775369999999995,-122.44928999999999,,CLAYTON ST,FULTON ST,FS,SE,BZ,0,1729767266000,15729555,147,5,POINT (-122.44929 37.77537),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,18,24,24
74261,Paul Ave&San Bruno Ave N-MB/SB,PAULSBR1,PAULSBRO,5904,37.723879,-122.401576,,SAN BRUNO AVE,PAUL AVE,MB,NO,,0,1729767266000,15732783,147,9,POINT (-122.401576 37.723879),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,2,25,91,91
73005,Clay St&Front St SE-FS/BZ,CLAYFRN0,CLAYFRNT,4017,37.795116,-122.399101,1,FRONT ST,CLAY ST,FS,SE,BZ,0,1729767266000,15728356,147,3,POINT (-122.399101 37.795116),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,8,108,108
73013,46th Ave&Quintara St SE-NS/PS,46AVQUI1,46AVQUIN,3593,37.747288,-122.504928,,QUINTARA ST,46TH AVE,NS,SE,,0,1729767266000,15728396,147,4,POINT (-122.504928 37.747288),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
75345,California St&Leavenworth St S-MI,CALILEA1,CALILEAV,3878,37.791132999999995,-122.415749,,LEAVENWORTH ST,CALIFORNIA ST,MI,SO,,0,1729767266000,15736607,147,3,POINT (-122.415749 37.791133),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,21,16,16
74763,Panorama Dr&Starview Way SE-NS/SB,PNRMSTV1,PNRMSTVW,5982,37.749264,-122.45203000000001,,STARVIEW WAY,PANORAMA DR,NS,SE,,0,1729767266000,15736035,147,7,POINT (-122.45203 37.749264),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,8,38,48,48
74695,Pacific Ave&Stockton St NW-FS/BZ,PACFST03,,7737,37.796734,-122.408581,,CORDELIA ST,PACIFIC AVE,,,,0,1729767266000,15739046,147,3,POINT (-122.408581 37.796734),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,6,104,104
73080,Clipper St&Portola Dr S-FS,CLIPPORT,CLPRPORT,4072,37.746700000000004,-122.44500000000001,,PORTOLA DR,DIAMOND HEIGHTS BL,FS,SO,,0,1729767266000,15728915,147,8,POINT (-122.445 37.7467),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,22,57,57
74903,Forest Hill Station Outbound,FHS....0,FHS.....,6993,37.74817,-122.459192,,METRO TUNNEL,FOREST HILL STATION,,,,0,1729767266000,15733116,147,7,POINT (-122.459192 37.74817),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,45,45
73138,Church St&18TH St NW-NS/SI,CHUR18S0,CHUR18ST,3987,37.761466999999996,-122.428416,,18TH ST,CHURCH ST,NS,NW,,0,1729767266000,15729152,147,8,POINT (-122.428416 37.761467),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,5,37,37
74879,Steiner St&Green St SE-NS/PS,STEIGRE1,STEIGREN,6487,37.795859,-122.436863,,GREEN ST,STEINER ST,NS,SE,,0,1729767266000,15736131,147,2,POINT (-122.436863 37.795859),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,102,102
73817,Howth St&Geneva Ave W-FS,HOWTGNV0,HOWTGNVA,5038,37.72193,-122.45027999999999,,GENEVA AVE,HOWTH ST,FS,WE,FL,0,1729767266000,15730785,147,11,POINT (-122.45028 37.72193),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,1,24,81,81
75112,Sagamore St&Capitol Ave SW-NS,SAGACAP1,SAGACAPI,6323,37.71129,-122.45913,,CAPITOL AVE,SAGAMORE ST,NS,SW,FL,0,1729767266000,15734879,147,11,POINT (-122.45913 37.71129),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,1,24,81,81
73208,Clayton St&Parnassus Ave NW-NS/PS,CLTNPAR0,CLTNPARN,4082,37.765226,-122.447757,,PARNASSUS AVE,CLAYTON ST,NS,NW,,0,1729767266000,15728925,147,8,POINT (-122.447757 37.765226),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,3,29,29
72998,Ashbury St&Clayton St SE-FS/PS,ASHBCLT1,ASHBCLTN,3659,37.762978,-122.446805,,CLAYTON ST,ASHBURY ST,FS,SE,,0,1729767266000,15728340,147,8,POINT (-122.446805 37.762978),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,5,3,112,112
73923,US Post Office N-NS/SB,MENDUSP0,MENDUSPO,5510,37.741056,-122.384679,,EVANS AVE,MENDELL ST,NS,NO,,0,1729767266000,15731503,147,10,POINT (-122.384679 37.741056),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,76,76
74624,25th Ave&Geary Blvd SE-NS/BZ,25AVGEA0,25AVGEAR,3501,37.779925,-122.484619,,GEARY BLVD,25TH AVE,NS,SE,BZ,0,1729767266000,15734393,147,1,POINT (-122.484619 37.779925),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,8,8
75026,Lincoln Way&Funston Ave NW-FS/BZ,LWAYFUN0,LWAYFUNS,5326,37.765813,-122.471032,,FUNSTON AVE,LINCOLN WY,FS,NW,BZ,0,1729767266000,15733257,147,7,POINT (-122.471032 37.765813),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,11,12,9,9
75529,Myra Way&Dalewood Way N-NS/BZ,MYRADLW1,MYRADLWD,5452,37.736709999999995,-122.453794,,DALEWOOD WAY,MYRA WAY,NS,NO,BZ,1,1729767266000,15735227,147,7,POINT (-122.453794 37.73671),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,8,41,117,117
73532,Fulton St&30TH Ave SE-FS/BZ,FULT30A1,FULT30AV,4753,37.77224,-122.48919000000001,,30TH AVE,FULTON ST,FS,SE,FL,0,1729767266000,15729873,147,1,POINT (-122.48919 37.77224),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,12,9,9
74583,Oakdale Ave&Toland St NE-NS/PS,OAKDTOLD,,8003,37.740966,-122.401416,,TOLAND ST,OAKDALE AVE,,,,0,1729767266000,15738953,147,10,POINT (-122.401416 37.740966),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,85,85
75603,Parnassus Ave&4th Ave NE-NS/BZ,PARN 4A0,PARN 4AV,5885,37.762727,-122.46074,,4TH AVE,PARNASSUS AVE,NS,NE,BZ,1,1729767266000,15733787,147,7,POINT (-122.46074 37.762727),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,14,109,109
74563,Lawton St&7th Ave NW-FS/PS,LAWT 7A1,LAWT 7AV,4852,37.758604999999996,-122.464086,,7TH AVE,LAWTON ST,FS,NW,,1,1729767266000,15737412,147,7,POINT (-122.464086 37.758605),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,14,109,109
73041,California St&Taylor St SW-NS,CALITAY1,CALITAYL,3902,37.791543,-122.412608,,TAYLOR ST,CALIFORNIA ST,NS,SW,,1,1729767266000,15728796,147,3,POINT (-122.412608 37.791543),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,21,16,16
75202,Post St&Hyde St SE-FS/BZ,POSTHYD1,POSTHYDE,6126,37.78724,-122.41626,,HYDE ST,POST ST,FS,SE,BZ,0,1729767266000,15734924,147,3,POINT (-122.41626 37.78724),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,10,36,50,50
74378,Market St&Hyde St N-NS/BZ,MRKTHYD3,,7423,37.778784,-122.414723,1,HYDE ST,MARKET ST,,,,0,1729767266000,15738770,147,6,POINT (-122.414723 37.778784),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,5,10,36,21,21
74681,Mission St&20th St SW-FS/BZ,MISS20S0,MISS20ST,5558,37.75817,-122.41909,,20TH ST,MISSION ST,FS,SW,BZ,1,1729767266000,15737482,147,9,POINT (-122.41909 37.75817),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,20,53,53
74064,Pacific Ave&Powell St SW-NS/PS,PACFPOW0,PACFPOWL,5853,37.796405,-122.410175,,POWELL ST,PACIFIC AVE,NS,SW,,0,1729767266000,15731855,147,3,POINT (-122.410175 37.796405),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,6,16,16
75519,Sutter St&Laguna St SW-NS/BZ,SUTTLGN1,SUTTLGNA,6600,37.786646999999995,-122.428457,,LAGUNA ST,SUTTER ST,NS,SW,BZ,1,1729767266000,15733736,147,5,POINT (-122.428457 37.786647),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,15,101,101
75119,Union St&Taylor St SW-NS/PS,UNINTAY1,UNINTAYL,6785,37.799743,-122.41422,,TAYLOR ST,UNION ST,NS,SW,,0,1729767266000,15734913,147,3,POINT (-122.41422 37.799743),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,32,107,107
73855,Grove St&Van Ness Ave SE-FS/BZ,GROVV.N1,GROVV.N.,4923,37.778188,-122.419743,,GROVE ST,GROVE ST,FS,SE,BZ,0,1729767266000,15730921,147,5,POINT (-122.419743 37.778188),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,10,36,21,21
73827,Haight St&Stanyan St SE-FS/BB,HAITSTA3,HAITSTAN,4963,37.769169999999995,-122.453075,,STANYAN ST,HAIGHT ST,FS,SE,BZ,1,1729767266000,15730811,147,5,POINT (-122.453075 37.76917),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,3,25,25
74233,Presidio Ave&Geary Blvd NE-FS/BZ,PRESGEA1,PRESGEAR,6092,37.782706,-122.445796,,GEARY BLVD,PRESIDIO AVE,FS,NE,BZ,0,1729767266000,15732695,147,2,POINT (-122.445796 37.782706),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,6,31,103,103
74762,4th Street & King Street SE-NS/SI,4ST KING,4ST KING,7166,37.776278,-122.39386400000001,1,KING ST,4TH ST,MB,,SI,0,1729767266000,15736024,147,6,POINT (-122.393864 37.776278),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,4,34,34
75616,Quintara St&33rd Ave NE-NS,QUIN33A0,QUIN33AV,6156,37.74805,-122.49095,,33RD AVE,QUINTARA ST,NS,NE,,0,1729767266000,15733834,147,4,POINT (-122.49095 37.74805),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74941,Portola Dr&Burnett Ave N-NS/SB,PORTBRNT,PORTBRNT,6010,37.747033,-122.44487,1,BURNETT AVE,PORTOLA DR,NS,NO,,0,1729767266000,15736177,147,8,POINT (-122.44487 37.747033),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,38,48,48
74766,Polk St&Francisco St NW-NS/BZ,POLKFNC0,POLKFNCO,5988,37.803529999999995,-122.42341,,FRANCISCO ST,POLK ST,NS,NW,BZ,0,1729767266000,15736038,147,2,POINT (-122.42341 37.80353),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,32,107,107
75479,Innes Ave&Hunters Point Blvd W-NS,INESH P0,INESH P,5104,37.732709,-122.377172,,HUNTERS POINT BLVD,INNES AVE,NS,WE,,0,1729767266000,15738226,147,10,POINT (-122.377172 37.732709),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,78,78
73032,California St&10TH Ave SW-NS/BZ,CALI10A1,CALI10AV,3830,37.784551,-122.468963,1,10TH AVE,CALIFORNIA ST,NS,SW,BZ,0,1729767266000,15728770,147,1,POINT (-122.468963 37.784551),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,11,5,5
72942,18th St&Diamond St SW-NS/BZ,18STDIA0,18STDIAM,3329,37.760701999999995,-122.437294,,DIAMOND ST,18TH ST,NS,SW,BZ,1,1729767266000,15728587,147,8,POINT (-122.437294 37.760702),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,5,115,115
75653,Powell St&Francisco St SE-NS/BZ,POWLFNC1,POWLFNCO,6056,37.80477,-122.41166,,FRANCISCO ST,POWELL ST,NS,SE,BZ,1,1729767266000,15736882,147,3,POINT (-122.41166 37.80477),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,23,106,106
72919,Bosworth St&Milton St NE-NS/PS,BOSWMIL0,BOSWMILT,3701,37.733487,-122.429326,,MILTON ST,BOSWORTH ST,NS,NE,,0,1729767266000,15728513,147,8,POINT (-122.429326 37.733487),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,28,93,93
75060,Sunset Blvd&Rivera St SE-NS/SB,SUNSRVR1,SUNSRVRA,6550,37.745838,-122.494604,,RIVERA ST,SUNSET BLVD,NS,SE,,0,1729767266000,15734821,147,4,POINT (-122.494604 37.745838),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,40,40
75328,Cesar Chavez St&Harrison St SW-NS,CHAVHAR1,CHAVHARR,3934,37.748200000000004,-122.41163,,HARRISON ST,CESAR CHAVEZ ST,NS,SW,BZ,0,1729767266000,15735103,147,9,POINT (-122.41163 37.7482),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,2,83,83
75157,Santos St&Brookdale Ave NW-NS/BZ,SANTBRO0,SANTBROK,6339,37.71203,-122.41878,1,SUNNYDALE AVE,SANTOS ST,FS,EA,,0,1729767266000,15737961,147,10,POINT (-122.41878 37.71203),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,9,40,74,74
74253,Woolsey St&Hamilton St SW-NS,WLSYHMT1,WLSYHMTN,6979,37.72362,-122.40863999999999,,HAMILTON ST,WOOLSEY ST,NS,SW,FL,0,1729767266000,15732758,147,9,POINT (-122.40864 37.72362),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,2,25,91,91
73108,30th Ave&Santiago St NW-NS/PS,30AVSNT0,30AVSNTG,3530,37.74451,-122.48765,,SANTIAGO ST,30TH AVE,NS,NW,FL,0,1729767266000,15728682,147,4,POINT (-122.48765 37.74451),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,40,40
73542,Eucalyptus Dr&Junipero Serra Blvd SW-NS/PS,EUCAJ.S0,EUCAJ.S.,4546,37.730987999999996,-122.472442,,JUNIPERO SERRA BLVD,EUCALYPTUS DR,NS,SW,,0,1729767266000,15730188,147,7,POINT (-122.472442 37.730988),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,41,41
72916,Bosworth St&Lippard Ave NE-NS/PS,BOSWLIP1,BOSWLIPP,3698,37.733925,-122.435706,,LIPPARD AVE,BOSWORTH ST,NS,NE,,0,1729767266000,15728508,147,8,POINT (-122.435706 37.733925),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,10,96,96
75344,Winston Dr&20th Ave SE-FS/BZ,WINS20A1,WINS20AV,6951,37.726883,-122.475739,,20TH AVE,WINSTON DR,FS,SE,BZ,0,1729767266000,15736603,147,7,POINT (-122.475739 37.726883),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,16,41,41
74030,Mission St&Silver Ave S-NS/BZ,MISSSIL1,MISSSILV,5620,37.728722999999995,-122.43132,,SILVER AVE,MISSION ST,NS,SO,BZ,1,1729767266000,15731576,147,11,POINT (-122.43132 37.728723),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,28,94,94
73780,Lombard St&Laguna St SE-FS/SB,LOMBLGN0,LOMBLGNA,5281,37.800442,-122.430937,1,OCTAVIA ST,LOMBARD ST,NS,SW,,0,1729767266000,15731066,147,2,POINT (-122.430937 37.800442),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,15,15
74101,Church St&Day St SW-FS/SI,CHURDAY0,CHURDAY,4004,37.742810999999996,-122.426654,,DAY ST,CHURCH ST,FS,SW,SI,0,1729767266000,15732460,147,8,POINT (-122.426654 37.742811),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,22,84,84
75662,Right Of Way&18th St SE-NS/SB,ROW 18S1,ROW 18ST,6213,37.761192,-122.428184,,18TH ST,MUNI RAIL - J RROW,NS,SE,,0,1729767266000,15736913,147,8,POINT (-122.428184 37.761192),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,5,37,37
73306,California St&Sansome St NE-NS,CALISAN0,CALISANS,3894,37.793144999999996,-122.400982,,SANSOME ST,CALIFORNIA ST,NS,NE,,1,1729767266000,15729609,147,3,POINT (-122.400982 37.793145),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,8,108,108
74016,Lyon St&Greenwich St SW-FS/BZ,LYONGNW0,LYONGNWH,5331,37.797428,-122.447206,,GREENWICH ST,LYON ST,FS,SW,BZ,1,1729767266000,15731753,147,2,POINT (-122.447206 37.797428),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,27,14,14
74099,Richardson Ave&Francisco St NW-NS,RCHNFNC1,RCHNFNCO,6181,37.800408,-122.447447,1,FRANCISCO ST,RICHARDSON AVE,NS,NW,BZ,1,1729767266000,15732452,147,2,POINT (-122.447447 37.800408),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,17,17
75171,Folsom St&2ND St E-NS/BI,FOLS 2ST,FOLS 2ST,7024,37.785461,-122.39678,,DOW PL,02ND ST,FS,EA,SI,0,1729767266000,15738012,147,6,POINT (-122.39678 37.785461),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,8,32,32
74475,Miguel ST&Laidley ST W-MI/SB,MIGLLAI0,,7867,37.737761,-122.428294,,LAIDLEY ST,MIGUEL ST,,,,0,1729767266000,15738905,147,8,POINT (-122.428294 37.737761),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,10,59,59
73533,The Embarcadero&Townsend St W-MB,EMBRTOW1,EMBRTOWN,4531,37.7836,-122.38832,1,TOWNSEND ST,THE EMBARCADERO,MB,WE,,0,1729767266000,15730167,147,6,POINT (-122.38832 37.7836),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,8,31,31
75411,Quintara St&35th Ave SW-NS,QUIN35A1,QUIN35AV,6159,37.74783,-122.49334,,35TH AVE,QUINTARA ST,NS,SW,,0,1729767266000,15733596,147,4,POINT (-122.49334 37.74783),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,40,40
73722,Judah St&25th Ave NE-NS/SI,JUDA25A0,JUDA25AV,5203,37.761452,-122.4833,1,25TH AVE,JUDAH ST,NS,NE,SI,0,1729767266000,15730396,147,4,POINT (-122.4833 37.761452),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74922,Turk St&Leavenworth St NW-FS/BZ,TURKLEA0,TURKLEAV,6721,37.782835,-122.41421700000001,,LEAVENWORTH ST,TURK ST,FS,NW,BZ,1,1729767266000,15734643,147,5,POINT (-122.414217 37.782835),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,5,10,36,20,20
74376,9th ST & AVE D SW-NS/PS,.9THAVED,,7560,37.824083,-122.372828,,9TH TI ST,AVENUE D,NS,SW,PS,0,1729767266000,15738764,147,6,POINT (-122.372828 37.824083),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,37,36,36
75642,Stockton St&Sutter St NE-FS/BB,STOKSUT0,STOKSUTT,6523,37.79013,-122.40705,1,STOCKTON ST,SUTTER ST,FS,NE,BB,0,1729767266000,15735387,147,3,POINT (-122.40705 37.79013),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,8,19,19
74024,Ocean Ave&Fairfield Way NW-FS/SI,OCENFFL1,OCENFFLD,5788,37.726008,-122.464072,2,FAIRFIELD WAY,OCEAN AVE,FS,NW,SI,0,1729767266000,15731546,147,7,POINT (-122.464072 37.726008),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,68,68
73037,California St&Grant Ave S-MI,CALIGRN1,CALIGRNT,3866,37.792379,-122.405935,,GRANT AVE,CALIFORNIA ST,MI,SO,,1,1729767266000,15728788,147,3,POINT (-122.405935 37.792379),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,8,104,104
74398,Quintara St&41st Ave SW-NS,QUIN41A1,QUIN41AV,6163,37.74754,-122.49981,,41ST AVE,QUINTARA ST,NS,SW,,0,1729767266000,15734214,147,4,POINT (-122.49981 37.74754),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74837,Starr King Way&Gough St SE-FS/BZ,SKNGGOU1,SKNGGOUG,6425,37.78505,-122.42408499999999,1,GOUGH ST,STARR KING WAY,FS,SE,BZ,0,1729767266000,15734580,147,2,POINT (-122.424085 37.78505),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,39,100,100
