OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
72674,16th St&Valencia St SW-NS/BZ,16STVLN0,16STVLNC,3301,37.764849,-122.422056,,VALENCIA ST,16TH ST,NS,SW,BZ,0,1729767266000,15727827,147,9,POINT (-122.422056 37.764849),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,20,37,37
73240,Connecticut St&17TH St SE-NS/SB,CONN17S1,CONN17ST,4123,37.76498,-122.397661,,17TH ST,CONNECTICUT ST,NS,SE,,0,1729767266000,15729035,147,10,POINT (-122.397661 37.76498),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,9,26,54,54
73025,Buena Vista Ter&Roosevelt Way E-NS/SB,BVTRRSVT,BVTRRSVT,3820,37.766737,-122.438084,,ROOSEVELT WAY,BUENA VISTA TER,NS,E,SB,0,1729767266000,15728745,147,8,POINT (-122.438084 37.766737),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,5,5,113,113
74083,Naples St&Curtis St N-NS/SB,NAPLCUR0,NAPLCURT,5477,37.711082999999995,-122.438504,,CURTIS ST,NAPLES ST,NS,NO,,0,1729767266000,15731984,147,11,POINT (-122.438504 37.711083),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,58,58
75881,Townsend & Lusk E-NS/BZ,TOWNLUS1,,8109,37.777875,-122.393908,,04TH ST,TOWNSEND ST,,,,0,1729767266000,15739166,147,6,POINT (-122.393908 37.777875),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,4,34,34
75320,Portola Dr&San Pablo Ave S-MI/BZ,PORTPAB1,PORTPABL,6117,37.74023,-122.46083,,SAN PABLO AVE,PORTOLA DR,MI,SO,BZ,0,1729767266000,15735087,147,7,POINT (-122.46083 37.74023),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,117,117
73577,Font Blvd&Gonzalez Dr E-NS/SB,FONTGNL1,FONTGNLZ,4707,37.716781999999995,-122.475758,,GONZALEZ DR,FONT BLVD,NS,EA,,0,1729767266000,15730251,147,7,POINT (-122.475758 37.716782),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,16,42,42
74546,Presidio Ave&Jackson St NW-NS/PS,PRESJAC0,PRESJACK,6094,37.790904999999995,-122.447607,,JACKSON ST,PRESIDIO AVE,NS,NW,,0,1729767266000,15737354,147,2,POINT (-122.447607 37.790905),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,6,31,10,10
73861,Laguna Honda Blvd&Idora Ave E-NS/SB,LGHNIDO1,LGHNIDOR,5249,37.743998999999995,-122.456407,,IDORA AVE,LAGUNA HONDA BLVD,NS,EA,,0,1729767266000,15731331,147,7,POINT (-122.456407 37.743999),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,8,41,49,49
73175,211 Corbett Ave S-MB/SB,CRBTH211,CRBTH211,4163,37.761648,-122.442944,,CORBIN PL,CORBETT AVE,MB,SO,,0,1729767266000,15729231,147,8,POINT (-122.442944 37.761648),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,5,5,115,115
74345,Divisadero St&Sutter St NE-FS/BZ,DIVISUT1,DIVISUTT,4434,37.785337999999996,-122.439813,,SUTTER ST,DIVISADERO ST,FS,NE,BZ,0,1729767266000,15737202,147,2,POINT (-122.439813 37.785338),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,30,103,103
74710,Chestnut St&Gough St SW-NS/BZ,CHESGOU3,,7856,37.801825,-122.42810399999999,,GOUGH ST,CHESTNUT ST,,,,0,1729767266000,15739078,147,2,POINT (-122.428104 37.801825),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,17,17
75502,Mendell St&Cargo Way S-NS/SB,MENDCWA1,MENDCWAY,5505,37.743700000000004,-122.38317,,CARGO WAY,MENDELL ST,NS,SO,,0,1729767266000,15733683,147,10,POINT (-122.38317 37.7437),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,76,76
73994,Mission St&Highland Ave NE-FS/BZ,MISSHIG1,MISSHIGH,5596,37.737448,-122.423963,,HIGHLAND AVE,MISSION ST,FS,NE,BZ,0,1729767266000,15731656,147,9,POINT (-122.423963 37.737448),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,2,2,61,61
74839,Sagamore St&Capitol Ave NE-NS,SAGACAP0,SAGACAPI,6322,37.71149,-122.45888,,CAPITOL AVE,SAGAMORE ST,NS,NE,FL,0,1729767266000,15734582,147,11,POINT (-122.45888 37.71149),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,1,24,81,81
73302,Geary Blvd&Divisadero St NE-NS/BB,GEARDIV0,GEARDIVI,4293,37.783428,-122.439366,1,DIVISADERO ST,GEARY BLVD,NS,NE,BB,0,1729767266000,15729599,147,5,POINT (-122.439366 37.783428),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,15,103,103
73233,Church St&30TH St NE-FS/PS,CHUR30S1,CHUR30ST,4000,37.742222,-122.426459,,30TH ST,CHURCH ST,FS,NE,FL,0,1729767266000,15728994,147,8,POINT (-122.426459 37.742222),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,22,84,84
74322,Fillmore St&Union St NE-FS/BZ,FILLUNI1,FILLUNIN,4643,37.797391,-122.435489,,UNION ST,FILLMORE ST,FS,NE,BZ,0,1729767266000,15734144,147,2,POINT (-122.435489 37.797391),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,15,15
75168,Sloat Blvd&41st Ave S-FS/BZ,SLOA41A0,SLOA41AV,6447,37.73413,-122.498961,,41ST AVE,SLOAT BLVD,FS,SO,BZ,0,1729767266000,15738003,147,7,POINT (-122.498961 37.73413),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,16,43,43
73130,Ashbury St&Clayton St N-NS/PS,ASHBCLTN,,7220,37.763014,-122.446966,,CLAYTON ST,ASHBURY ST,,NO,,0,1729767266000,15729116,147,8,POINT (-122.446966 37.763014),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,3,114,114
73911,Judah St&34th Ave SW-NS/SI,JUDA34A1,JUDA34AV,5210,37.760954999999996,-122.493199,1,34TH AVE,JUDAH ST,NS,SW,SI,0,1729767266000,15731462,147,4,POINT (-122.493199 37.760955),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
73784,Lombard St&Pierce St NW-FS/BZ,LOMBPIE0,LOMBPIER,5285,37.799479999999996,-122.439559,1,PIERCE ST,LOMBARD ST,NS,NE,BZ,0,1729767266000,15731078,147,2,POINT (-122.439559 37.79948),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,17,17
73219,California St&Divisadero St NW-FS/BZ,CALIDIV0,CALIDIVI,3858,37.788087,-122.44087,1,DIVISADERO ST,CALIFORNIA ST,FS,NW,BZ,0,1729767266000,15728948,147,2,POINT (-122.44087 37.788087),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,6,30,102,102
74993,46th Ave&Ortega St SE-NS/SB,46AVORT1,46AVORTG,3589,37.751017,-122.505194,,ORTEGA ST,46TH AVE,NS,SE,,0,1729767266000,15737806,147,4,POINT (-122.505194 37.751017),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
75600,Palou Ave&Quint St W-NS/PS,PALUQUN0,PALUQUNT,5882,37.737216,-122.396722,,QUINT ST,PALOU AVE,NS,WE,,0,1729767266000,15733781,147,10,POINT (-122.396722 37.737216),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,87,87
75921,Mason St - Sports Basement NS NE/PS,SPRTBSMO,,8151,37.803678,-122.458867,,,,,,,0,1729767266000,15739282,147,2,POINT (-122.458867 37.803678),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,,6,27,3,3
75221,Parnassus Ave&Willard St SW-NS/SB,PARNWLR1,PARNWLRD,5898,37.764236,-122.4543,,WILLARD ST,PARNASSUS AVE,NS,SW,FL,0,1729767266000,15736469,147,8,POINT (-122.4543 37.764236),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,14,110,110
75688,Rhode Island St&25th St NW-NS/SB,R IS25S0,R IS25ST,6199,37.75211,-122.401467,,25TH ST,RHODE ISLAND ST,NS,NW,,0,1729767266000,15738438,147,10,POINT (-122.401467 37.75211),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,26,54,54
75022,Great Hwy&Ocean Beach W-MB/SB,GHWYOBC0,GHWYOBCH,4780,37.76737,-122.510456,,,GREAT HWY,MB,WE,,0,1729767266000,15733240,147,4,POINT (-122.510456 37.76737),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,12,9,9
74490,Sutter St&Baker St SW-NS/BZ,SUTTBAK1,SUTTBAKR,6586,37.784766,-122.443306,,BAKER ST,SUTTER ST,NS,SW,BZ,1,1729767266000,15734270,147,5,POINT (-122.443306 37.784766),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,11,31,103,103
74680,Mission St&16th St SW-FS/BB,MISS16S0,MISS16ST,5552,37.764804,-122.419737,,16TH ST,MISSION ST,FS,SW,BB,1,1729767266000,15737477,147,9,POINT (-122.419737 37.764804),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,20,53,53
73362,Fulton St&Masonic Ave SE-FS/BZ,FULTMSI1,FULTMSIC,4230,37.775773,-122.44628900000001,,MASONIC AVE,FULTON ST,NS,SW,BZ,0,1729767266000,15729387,147,5,POINT (-122.446289 37.775773),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,18,24,24
73758,Haight St&Buchanan St SW-NS/BZ,HAITBUC1,HAITBUCH,4942,37.772434,-122.427321,,BUCHANAN ST,HAIGHT ST,NS,SW,BZ,1,1729767266000,15730957,147,5,POINT (-122.427321 37.772434),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,9,27,27
73929,Mason St&Vallejo St NW-NS,MASNVAL1,MASNVALL,5371,37.798243,-122.412192,,VALLEJO ST,MASON ST,NS,NW,,1,1729767266000,15731517,147,3,POINT (-122.412192 37.798243),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,21,107,107
73003,Clay St&Drumm St SW-NS/BZ,CLAYDRU1,CLAYDRUM,4015,37.79532,-122.39747299999999,1,DRUMM ST,CLAY ST,NS,SW,BZ,0,1729767266000,15728350,147,3,POINT (-122.397473 37.79532),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,8,108,108
74255,Stanyan St&Fulton St SW-FS/BZ,STANFUL0,STANFULT,6479,37.774604,-122.454714,,FULTON ST,STANYAN ST,FS,SW,BZ,0,1729767266000,15732760,147,1,POINT (-122.454714 37.774604),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,4,12,9,9
74555,Geary Blvd&33RD Ave SW-NS/BZ,GEAR33A1,GEAR33AV,4279,37.779574,-122.493399,1,33RD AVE,GEARY BLVD,NS,SW,BZ,0,1729767266000,15737389,147,1,POINT (-122.493399 37.779574),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,8,8
73696,Hyde St&Broadway NW-NS,HYDEBDW1,HYDEBDWY,5061,37.796496,-122.418578,,BROADWAY,HYDE ST,NS,NW,,0,1729767266000,15730677,147,3,POINT (-122.418578 37.796496),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,32,107,107
72926,Broad St&Capitol Ave SW-NS/PS,BRODCAP0,BRODCAPI,3716,37.713152,-122.459159,,CAPITOL AVE,BROAD ST,NS,SW,,0,1729767266000,15728530,147,11,POINT (-122.459159 37.713152),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,1,24,81,81
74028,Mission St&Foote Ave N-NS/BZ,MISSFOO0,MISSFOOT,5589,37.712849999999996,-122.44462,,FOOTE AVE,MISSION ST,NS,NO,BZ,0,1729767266000,15731569,147,11,POINT (-122.44462 37.71285),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,28,66,66
74598,Grove ST&Laguna St NE-NS/PS,GROVLGNA,,8113,37.777429999999995,-122.42644899999999,,LAGUNA ST,GROVE ST,,,,0,1729767266000,15739000,147,5,POINT (-122.426449 37.77743),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,9,22,22
73905,Monterey Blvd&Gennessee St SW-NS/BZ,MTRYGNS0,MTRYGNSE,5434,37.731472,-122.451239,,GENNESSEE ST,MONTEREY BLVD,FS,NW,BZ,0,1729767266000,15731452,147,7,POINT (-122.451239 37.731472),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,8,41,95,95
74985,Taraval St&30th Ave SW-NS/SI,TARA30A1,TARA30AV,6627,37.742494,-122.487681,1,30TH AVE,TARAVAL ST,NS,SW,,0,1729767266000,15737778,147,4,POINT (-122.487681 37.742494),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,40,40
75661,Washington St&Mason St NS-SE-MI,WASHMAS1,WASHMASN,6924,37.79453,-122.41136,,MASON ST,WASHINGTON ST,,,,0,1729767266000,15736911,147,3,POINT (-122.41136 37.79453),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,6,16,16
73018,Cesar Chavez St&Folsom St SW-NS/BZ,CHAVFOL1,CHAVFOLS,3932,37.748149999999995,-122.41382,,FOLSOM ST,CESAR CHAVEZ ST,NS,SW,BZ,0,1729767266000,15728437,147,9,POINT (-122.41382 37.74815),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,2,83,83
72823,25th Ave&El Camino Del Mar SW-FS/SB,25AVECD0,25AVECDM,3498,37.787366999999996,-122.485356,,EL CAMINO DEL MAR,25TH AVE,FS,SW,,0,1729767266000,15728163,147,1,POINT (-122.485356 37.787367),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,6,33,1,1
75883,Spear St&Mission St SW-FS/BZ,SPERMISS,,7994,37.792437,-122.394047,,MAIN ST,MISSION ST,,,,0,1729767266000,15739168,147,6,POINT (-122.394047 37.792437),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,8,108,108
75532,Myra Way&Omar Way SE-NS/SB,MYRAOMA0,MYRAOMAR,5455,37.739244,-122.450357,,OMAR WAY,MYRA WAY,NS,SE,,0,1729767266000,15735233,147,7,POINT (-122.450357 37.739244),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,8,41,72,72
72858,9th Ave&Lincoln Way SW-FS/BZ,.9AVLWA0,9AVLWAY,3221,37.765689,-122.466517,,LINCOLN WY,9TH AVE,FS,SW,BZ,1,1729767266000,15727890,147,7,POINT (-122.466517 37.765689),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,11,14,109,109
73789,Louisburg St&Niagra Ave S-NS,LSBGNIA1,LSBGNIAG,5292,37.720389999999995,-122.45013,,NIAGRA AVE,LOUISBURG ST,NS,SO,FL,0,1729767266000,15731088,147,11,POINT (-122.45013 37.72039),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,1,24,81,81
75684,Quintara St&12th Ave NE-NS/PS,QUIN12A0,QUIN12AV,6135,37.749038999999996,-122.468369,,12TH AVE,QUINTARA ST,NS,NE,,0,1729767266000,15738431,147,7,POINT (-122.468369 37.749039),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,14,44,44
72833,46th Ave&Santiago St NW-NS/PS,46AVSNT0,46AVSNTG,3596,37.743736999999996,-122.504834,,SANTIAGO ST,46TH AVE,NS,NW,,1,1729767266000,15728200,147,4,POINT (-122.504834 37.743737),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74815,Geary Blvd&Stanyan Blvd SW-NS/BZ,GEARSTA1,GEARSTAN,4764,37.781259999999996,-122.456434,1,STANYAN ST,GEARY BLVD,NS,SW,BZ,0,1729767266000,15733065,147,2,POINT (-122.456434 37.78126),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,18,12,12
72997,Ashbury St&Clifford Ter N-NS/PS,ASHBCLI0,ASHBCLIF,3657,37.764298,-122.446095,,CLIFFORD TER,ASHBURY ST,NS,NO,,0,1729767266000,15728339,147,8,POINT (-122.446095 37.764298),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,3,114,114
75871,Ripley St&Alabama St SW-NS/PS,RIPLALA1,RIPLALAB,6209,37.744279999999996,-122.41051,,ALABAMA ST,RIPLEY ST,NS,SW,,0,1729767266000,15737143,147,9,POINT (-122.41051 37.74428),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,2,2,83,83
74663,Golden Gate Park Museums N-NS/BZ,GG PMUE0,GG PMUEM,4772,37.770534,-122.468925,,DE YOUNG MUSEUM,SOUTH TEA GARDEN DR,NS,NO,BZ,0,1729767266000,15735961,147,7,POINT (-122.468925 37.770534),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,12,9,9
74608,Rhode Island St&Alameda St NW-NS/SB,R ISALA0,R ISALAM,6201,37.76878,-122.40307,,ALAMEDA ST,RHODE ISLAND ST,NS,NW,,0,1729767266000,15734361,147,6,POINT (-122.40307 37.76878),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,9,4,33,33
72690,Broadway&Columbus Ave SE-FS/BZ,BDWYCOL0,BDWYGRNT,3082,37.797830999999995,-122.406345,,COLUMBUS AVE,BROADWAY,NS,SW,,0,1729767266000,15727361,147,3,POINT (-122.406345 37.797831),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,23,106,106
74187,Olympia Way&Clarendon Ave NE-NS/SB,OLYMCLD1,OLYMCLDN,5821,37.751494,-122.45622399999999,,CLARENDON AVE,OLYMPIA WAY,NS,NE,,0,1729767266000,15732908,147,7,POINT (-122.456224 37.751494),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,8,38,48,48
74111,3rd St&Hudson/Innes Ave S-FS,3ST HDI1,,7390,37.739934,-122.38893,1,INNES AVE,03RD ST,,,,0,1729767266000,15732492,147,10,POINT (-122.38893 37.739934),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,86,86
73711,Glen Park Station W-FS/SI,GLPKSTA0,GLPKSTA.,4788,37.732400999999996,-122.433855,,SAN JOSE AVE ON RAMP,SURFACE ROW,FS,WE,SI,0,1729767266000,15730717,147,8,POINT (-122.433855 37.732401),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,28,93,93
73599,Fillmore St&Oak St NE-FS/BZ,FILLOAK1,FILLOAK,4631,37.774268,-122.430825,,OAK ST,FILLMORE ST,FS,NE,BZ,0,1729767266000,15730290,147,5,POINT (-122.430825 37.774268),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,9,26,26
73040,California St&Jones St N-MI,CALIJON0,CALIJONE,3869,37.791472,-122.414121,,JONES ST,CALIFORNIA ST,MI,NO,,0,1729767266000,15728794,147,3,POINT (-122.414121 37.791472),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,21,16,16
74851,Prague St&Drake St SW-NS/SB,PRAGDRA0,PRAGDRAK,6081,37.709967999999996,-122.436798,,DRAKE ST,PRAGUE ST,NS,SW,,0,1729767266000,15734618,147,11,POINT (-122.436798 37.709968),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,58,58
72689,Broderick St&Jefferson St SE-NS/PS,BDRKJEF0,BDRKJEFF,3076,37.804342999999996,-122.44536,,JEFFERSON ST,BRODERICK ST,NS,SE,,0,1729767266000,15727359,147,2,POINT (-122.44536 37.804343),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,17,17
75413,Sutter St&Buchanan St SE-FS/BZ,SUTTBUC1,SUTTBUCH,6588,37.786502,-122.429608,,BUCHANAN ST,SUTTER ST,FS,SE,BZ,0,1729767266000,15733599,147,5,POINT (-122.429608 37.786502),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,15,101,101
74280,Moscow St&RussiaAvet E-NS/PS,MSCWRUSS,,7982,37.718042,-122.42996,,RUSSIA AVE,MOSCOW ST,,,,0,1729767266000,15738686,147,11,POINT (-122.42996 37.718042),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,90,90
73987,Pacific Ave&Grant Ave NE-NS/BZ,PACFGRN1,PACFGRNT,5837,37.796983999999995,-122.406735,,GRANT AVE,PACIFIC AVE,NS,NE,,0,1729767266000,15731640,147,3,POINT (-122.406735 37.796984),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,6,104,104
73548,Larkin St&Beach St SE-NS/SB,LARKBEC1,LARKBECH,4845,37.806348,-122.422083,,NORTH POINT ST,LARKIN ST,NS,SE,,0,1729767266000,15730206,147,2,POINT (-122.422083 37.806348),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,6,32,98,98
75679,Roosevelt Way&14th St SE-NS/SB,RSVT14ST,RSVT14ST,6232,37.767162,-122.437225,,14TH ST,ROOSEVELT WAY,NS,SE,,0,1729767266000,15738415,147,8,POINT (-122.437225 37.767162),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,5,5,113,113
74127,Hyde St&Greenwich St NW-NS,HYDEGNW1,HYDEGNWH,5072,37.801010999999995,-122.419494,,GREENWICH ST,HYDE ST,NS,NW,,0,1729767266000,15732604,147,3,POINT (-122.419494 37.801011),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,6,32,107,107
73163,Geary Blvd&28TH Ave SW-NS/BZ,GEAR28A1,GEAR28AV,4272,37.779862,-122.488046,1,28TH AVE,GEARY BLVD,NS,SW,BZ,0,1729767266000,15729203,147,1,POINT (-122.488046 37.779862),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,8,8
75477,Market St&Castro St SE-FS/RC,MRKTCTRS,MRKTCTRO,5665,37.76292,-122.434605,1,CASTRO ST,MARKET ST,FS,SO,RC,1,1729767266000,15736741,147,8,POINT (-122.434605 37.76292),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,5,38,38
75619,Taraval St&23rd Ave NW-FS/SI,TARA23A0,TARA23AV,6620,37.742872,-122.48044999999999,1,23RD AVE,TARAVAL ST,FS,NW,SI,0,1729767266000,15733840,147,4,POINT (-122.48045 37.742872),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,40,40
73886,Industrial St&Bayshore Blvd NE-NS,INDSBSH1,INDSBSHR,5092,37.738147999999995,-122.406539,,BAYSHORE BLVD,INDUSTRIAL ST,NS,NE,,0,1729767266000,15731409,147,10,POINT (-122.406539 37.738148),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,82,82
73969,McAllister St&Hyde St NW-FS/BZ,MCALHYD0,MCALHYDE,5395,37.78073,-122.41569,,HYDE ST,MCALLISTER ST,FS,NW,BZ,1,1729767266000,15731251,147,5,POINT (-122.41569 37.78073),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,5,10,36,21,21
73976,North Point St&Stockton St NE-NS/BZ,N PTSTO0,N PTSTOK,5470,37.80704,-122.41038,,STOCKTON ST,NORTH POINT ST,NS,NE,BZ,1,1729767266000,15731298,147,3,POINT (-122.41038 37.80704),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,23,99,99
74170,Sansome St&Pine St SE-NS/BZ,SANSPIN1,SANSPINE,6332,37.79202,-122.40086,1,PINE ST,SANSOME ST,NS,SE,,0,1729767266000,15732847,147,3,POINT (-122.40086 37.79202),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,8,108,108
72686,South Van Ness Ave&Market St NS-S/SI,SOVNMRKT,,8088,37.7751,-122.41924,,MARKET ST,SOUTH VAN NESS AVE,,,,0,1729767266000,15727845,147,6,POINT (-122.41924 37.7751),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,20,32,32
74492,Potrero Ave&21st St SW-FS/BZ,POTR21S0,POTR21ST,6034,37.7575,-122.40693999999999,1,21ST ST,POTRERO AVE,FS,SW,BZ,0,1729767266000,15734275,147,9,POINT (-122.40694 37.7575),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,20,53,53
73315,Chenery St&30TH St SW-FS/BZ,CHNY30S0,CHNY30ST,3966,37.74191,-122.42582,,30TH ST,CHENERY ST,FS,SW,BZ,0,1729767266000,15729630,147,8,POINT (-122.42582 37.74191),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,10,59,59
73344,Diamond Heights Blvd&Gold Mine Dr E,DHTSG.M1,DHTSG.MI,4367,37.743629999999996,-122.43751,,GOLD MINE DR,DIAMOND HEIGHTS BLVD,NS,EA,FL,1,1729767266000,15729333,147,8,POINT (-122.43751 37.74363),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,22,57,57
75004,Rhode Island St&Southern Height NW,R ISSHG0,R ISSHGT,6204,37.758499,-122.40207,,SOUTHERN HEIGHTS AVE,RHODE ISLAND ST,NS,NW,,0,1729767266000,15733190,147,10,POINT (-122.40207 37.758499),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,26,54,54
75048,Stockton St&Greenwich St NW-NS/PS,STOKGNW1,STOKGNWH,6517,37.802347,-122.409656,,GREENWICH ST,STOCKTON ST,NS,NW,,0,1729767266000,15734763,147,3,POINT (-122.409656 37.802347),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,23,106,106
73594,Fillmore St&Jackson St SW-FS/BZ,FILLJAC0,FILLJACK,4624,37.792386,-122.434607,,JACKSON ST,FILLMORE ST,FS,SW,BZ,0,1729767266000,15730281,147,2,POINT (-122.434607 37.792386),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,30,102,102
73263,Brazil Ave&Moscow St E-NS/PS,BRZLMSC1,BRZLMSCW,3762,37.721219999999995,-122.42748,,MOSCOW ST,BRAZIL AVE,NS,EA,FL,0,1729767266000,15729067,147,11,POINT (-122.42748 37.72122),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,90,90
73721,Judah St&23rd Ave NE-NS/SI,JUDA23A0,JUDA23AV,5202,37.761547,-122.481164,1,23RD AVE,JUDAH ST,NS,NE,SI,0,1729767266000,15730387,147,4,POINT (-122.481164 37.761547),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
72822,25th Ave&Clement St NW-NS/BZ,25AVCLM0,25AVCLMT,3495,37.782146999999995,-122.48497499999999,,CLEMENT ST,25TH AVE,NS,NW,BZ,1,1729767266000,15728161,147,1,POINT (-122.484975 37.782147),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,8,8
73568,Folsom St&Stoneman St NE-FS/SB,FOLSSTN0,FOLSSTNM,4698,37.74532,-122.41336,,STONEMAN ST,FOLSOM ST,FS,NE,,0,1729767266000,15730242,147,9,POINT (-122.41336 37.74532),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,2,2,83,83
